Name,Weapon Name,Affinity (Dropdown),Affinity,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage Type,Weight,Weapon Type,2H Dual-Wield,Reinforce Type ID
Quality Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Quality,Quality,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,300
Fire Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Fire,Fire,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,400
Flame Art Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,500
Lightning Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,600
Sacred Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,700
Magic Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Magic,Magic,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,800
Cold Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Cold,Cold,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,900
Poison Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Poison,Poison,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1000
Blood Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Blood,Blood,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1100
Occult Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Occult,Occult,25,8,0,0,0,0,Strike,3.5,Medium Shield,No,1200
Beast Crest Heater Shield,Beast Crest Heater Shield,None,None,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,8100
Heavy Beast Crest Heater Shield,Beast Crest Heater Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,100
Keen Beast Crest Heater Shield,Beast Crest Heater Shield,Keen,Keen,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,200
Quality Beast Crest Heater Shield,Beast Crest Heater Shield,Quality,Quality,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,300
Fire Beast Crest Heater Shield,Beast Crest Heater Shield,Fire,Fire,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,400
Flame Art Beast Crest Heater Shield,Beast Crest Heater Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,500
Lightning Beast Crest Heater Shield,Beast Crest Heater Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,600
Sacred Beast Crest Heater Shield,Beast Crest Heater Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,700
Magic Beast Crest Heater Shield,Beast Crest Heater Shield,Magic,Magic,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,800
Cold Beast Crest Heater Shield,Beast Crest Heater Shield,Cold,Cold,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,900
Poison Beast Crest Heater Shield,Beast Crest Heater Shield,Poison,Poison,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1000
Blood Beast Crest Heater Shield,Beast Crest Heater Shield,Blood,Blood,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1100
Occult Beast Crest Heater Shield,Beast Crest Heater Shield,Occult,Occult,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1200
Red Crest Heater Shield,Red Crest Heater Shield,None,None,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,8100
Heavy Red Crest Heater Shield,Red Crest Heater Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,100
Keen Red Crest Heater Shield,Red Crest Heater Shield,Keen,Keen,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,200
Quality Red Crest Heater Shield,Red Crest Heater Shield,Quality,Quality,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,300
Fire Red Crest Heater Shield,Red Crest Heater Shield,Fire,Fire,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,400
Flame Art Red Crest Heater Shield,Red Crest Heater Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,500
Lightning Red Crest Heater Shield,Red Crest Heater Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,600
Sacred Red Crest Heater Shield,Red Crest Heater Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,700
Magic Red Crest Heater Shield,Red Crest Heater Shield,Magic,Magic,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,800
Cold Red Crest Heater Shield,Red Crest Heater Shield,Cold,Cold,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,900
Poison Red Crest Heater Shield,Red Crest Heater Shield,Poison,Poison,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1000
Blood Red Crest Heater Shield,Red Crest Heater Shield,Blood,Blood,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1100
Occult Red Crest Heater Shield,Red Crest Heater Shield,Occult,Occult,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1200
Blue Crest Heater Shield,Blue Crest Heater Shield,None,None,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,8100
Heavy Blue Crest Heater Shield,Blue Crest Heater Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,100
Keen Blue Crest Heater Shield,Blue Crest Heater Shield,Keen,Keen,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,200
Quality Blue Crest Heater Shield,Blue Crest Heater Shield,Quality,Quality,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,300
Fire Blue Crest Heater Shield,Blue Crest Heater Shield,Fire,Fire,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,400
Flame Art Blue Crest Heater Shield,Blue Crest Heater Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,500
Lightning Blue Crest Heater Shield,Blue Crest Heater Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,600
Sacred Blue Crest Heater Shield,Blue Crest Heater Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,700
Magic Blue Crest Heater Shield,Blue Crest Heater Shield,Magic,Magic,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,800
Cold Blue Crest Heater Shield,Blue Crest Heater Shield,Cold,Cold,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,900
Poison Blue Crest Heater Shield,Blue Crest Heater Shield,Poison,Poison,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1000
Blood Blue Crest Heater Shield,Blue Crest Heater Shield,Blood,Blood,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1100
Occult Blue Crest Heater Shield,Blue Crest Heater Shield,Occult,Occult,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1200
Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,None,None,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,8100
Heavy Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,100
Keen Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Keen,Keen,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,200
Quality Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Quality,Quality,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,300
Fire Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Fire,Fire,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,400
Flame Art Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,500
Lightning Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,600
Sacred Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,700
Magic Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Magic,Magic,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,800
Cold Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Cold,Cold,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,900
Poison Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Poison,Poison,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1000
Blood Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Blood,Blood,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1100
Occult Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Occult,Occult,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1200
Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,None,None,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,8100
Heavy Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,100
Keen Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Keen,Keen,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,200
Quality Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Quality,Quality,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,300
Fire Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Fire,Fire,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,400
Flame Art Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,500
Lightning Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,600
Sacred Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,700
Magic Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Magic,Magic,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,800
Cold Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Cold,Cold,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,900
Poison Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Poison,Poison,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1000
Blood Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Blood,Blood,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1100
Occult Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Occult,Occult,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1200
Heater Shield,Heater Shield,None,None,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,8100
Heavy Heater Shield,Heater Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,100
Keen Heater Shield,Heater Shield,Keen,Keen,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,200
Quality Heater Shield,Heater Shield,Quality,Quality,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,300
Fire Heater Shield,Heater Shield,Fire,Fire,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,400
Flame Art Heater Shield,Heater Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,500
Lightning Heater Shield,Heater Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,600
Sacred Heater Shield,Heater Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,700
Magic Heater Shield,Heater Shield,Magic,Magic,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,800
Cold Heater Shield,Heater Shield,Cold,Cold,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,900
Poison Heater Shield,Heater Shield,Poison,Poison,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1000
Blood Heater Shield,Heater Shield,Blood,Blood,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1100
Occult Heater Shield,Heater Shield,Occult,Occult,25,10,0,0,0,0,Strike,3.5,Medium Shield,No,1200
Black Leather Shield,Black Leather Shield,None,None,25,10,0,0,0,0,Strike,3,Medium Shield,No,8100
Heavy Black Leather Shield,Black Leather Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3,Medium Shield,No,100
Keen Black Leather Shield,Black Leather Shield,Keen,Keen,25,10,0,0,0,0,Strike,3,Medium Shield,No,200
Quality Black Leather Shield,Black Leather Shield,Quality,Quality,25,10,0,0,0,0,Strike,3,Medium Shield,No,300
Fire Black Leather Shield,Black Leather Shield,Fire,Fire,25,10,0,0,0,0,Strike,3,Medium Shield,No,400
Flame Art Black Leather Shield,Black Leather Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3,Medium Shield,No,500
Lightning Black Leather Shield,Black Leather Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3,Medium Shield,No,600
Sacred Black Leather Shield,Black Leather Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3,Medium Shield,No,700
Magic Black Leather Shield,Black Leather Shield,Magic,Magic,25,10,0,0,0,0,Strike,3,Medium Shield,No,800
Cold Black Leather Shield,Black Leather Shield,Cold,Cold,25,10,0,0,0,0,Strike,3,Medium Shield,No,900
Poison Black Leather Shield,Black Leather Shield,Poison,Poison,25,10,0,0,0,0,Strike,3,Medium Shield,No,1000
Blood Black Leather Shield,Black Leather Shield,Blood,Blood,25,10,0,0,0,0,Strike,3,Medium Shield,No,1100
Occult Black Leather Shield,Black Leather Shield,Occult,Occult,25,10,0,0,0,0,Strike,3,Medium Shield,No,1200
Dragon Towershield,Dragon Towershield,None,None,25,30,0,0,0,0,Strike,17.5,Greatshield,No,8200
Heavy Dragon Towershield,Dragon Towershield,Heavy,Heavy,25,30,0,0,0,0,Strike,17.5,Greatshield,No,100
Keen Dragon Towershield,Dragon Towershield,Keen,Keen,25,30,0,0,0,0,Strike,17.5,Greatshield,No,200
Quality Dragon Towershield,Dragon Towershield,Quality,Quality,25,30,0,0,0,0,Strike,17.5,Greatshield,No,300
Fire Dragon Towershield,Dragon Towershield,Fire,Fire,25,30,0,0,0,0,Strike,17.5,Greatshield,No,400
Flame Art Dragon Towershield,Dragon Towershield,Flame Art,Flame Art,25,30,0,0,0,0,Strike,17.5,Greatshield,No,500
Lightning Dragon Towershield,Dragon Towershield,Lightning,Lightning,25,30,0,0,0,0,Strike,17.5,Greatshield,No,600
Sacred Dragon Towershield,Dragon Towershield,Sacred,Sacred,25,30,0,0,0,0,Strike,17.5,Greatshield,No,700
Magic Dragon Towershield,Dragon Towershield,Magic,Magic,25,30,0,0,0,0,Strike,17.5,Greatshield,No,800
Cold Dragon Towershield,Dragon Towershield,Cold,Cold,25,30,0,0,0,0,Strike,17.5,Greatshield,No,900
Poison Dragon Towershield,Dragon Towershield,Poison,Poison,25,30,0,0,0,0,Strike,17.5,Greatshield,No,1000
Blood Dragon Towershield,Dragon Towershield,Blood,Blood,25,30,0,0,0,0,Strike,17.5,Greatshield,No,1100
Occult Dragon Towershield,Dragon Towershield,Occult,Occult,25,30,0,0,0,0,Strike,17.5,Greatshield,No,1200
Distinguished Greatshield,Distinguished Greatshield,None,None,25,32,0,0,0,0,Strike,17,Greatshield,No,8200
Distinguished Heavy Greatshield,Distinguished Greatshield,Heavy,Heavy,25,32,0,0,0,0,Strike,17,Greatshield,No,100
Distinguished Keen Greatshield,Distinguished Greatshield,Keen,Keen,25,32,0,0,0,0,Strike,17,Greatshield,No,200
Distinguished Quality Greatshield,Distinguished Greatshield,Quality,Quality,25,32,0,0,0,0,Strike,17,Greatshield,No,300
Distinguished Fire Greatshield,Distinguished Greatshield,Fire,Fire,25,32,0,0,0,0,Strike,17,Greatshield,No,400
Distinguished Flame Art Greatshield,Distinguished Greatshield,Flame Art,Flame Art,25,32,0,0,0,0,Strike,17,Greatshield,No,500
Distinguished Lightning Greatshield,Distinguished Greatshield,Lightning,Lightning,25,32,0,0,0,0,Strike,17,Greatshield,No,600
Distinguished Sacred Greatshield,Distinguished Greatshield,Sacred,Sacred,25,32,0,0,0,0,Strike,17,Greatshield,No,700
Distinguished Magic Greatshield,Distinguished Greatshield,Magic,Magic,25,32,0,0,0,0,Strike,17,Greatshield,No,800
Distinguished Cold Greatshield,Distinguished Greatshield,Cold,Cold,25,32,0,0,0,0,Strike,17,Greatshield,No,900
Distinguished Poison Greatshield,Distinguished Greatshield,Poison,Poison,25,32,0,0,0,0,Strike,17,Greatshield,No,1000
Distinguished Blood Greatshield,Distinguished Greatshield,Blood,Blood,25,32,0,0,0,0,Strike,17,Greatshield,No,1100
Distinguished Occult Greatshield,Distinguished Greatshield,Occult,Occult,25,32,0,0,0,0,Strike,17,Greatshield,No,1200
Crucible Hornshield,Crucible Hornshield,None,-,10,26,0,0,0,0,Strike,11.5,Greatshield,No,8300
Dragonclaw Shield,Dragonclaw Shield,None,-,10,28,12,0,0,0,Strike,13.5,Greatshield,No,8300
Briar Greatshield,Briar Greatshield,None,None,25,21,0,0,0,0,Strike,9.5,Greatshield,No,8200
Heavy Briar Greatshield,Briar Greatshield,Heavy,Heavy,25,21,0,0,0,0,Strike,9.5,Greatshield,No,100
Keen Briar Greatshield,Briar Greatshield,Keen,Keen,25,21,0,0,0,0,Strike,9.5,Greatshield,No,200
Quality Briar Greatshield,Briar Greatshield,Quality,Quality,25,21,0,0,0,0,Strike,9.5,Greatshield,No,300
Fire Briar Greatshield,Briar Greatshield,Fire,Fire,25,21,0,0,0,0,Strike,9.5,Greatshield,No,400
Flame Art Briar Greatshield,Briar Greatshield,Flame Art,Flame Art,25,21,0,0,0,0,Strike,9.5,Greatshield,No,500
Lightning Briar Greatshield,Briar Greatshield,Lightning,Lightning,25,21,0,0,0,0,Strike,9.5,Greatshield,No,600
Sacred Briar Greatshield,Briar Greatshield,Sacred,Sacred,25,21,0,0,0,0,Strike,9.5,Greatshield,No,700
Magic Briar Greatshield,Briar Greatshield,Magic,Magic,25,21,0,0,0,0,Strike,9.5,Greatshield,No,800
Cold Briar Greatshield,Briar Greatshield,Cold,Cold,25,21,0,0,0,0,Strike,9.5,Greatshield,No,900
Poison Briar Greatshield,Briar Greatshield,Poison,Poison,25,21,0,0,0,0,Strike,9.5,Greatshield,No,1000
Blood Briar Greatshield,Briar Greatshield,Blood,Blood,25,21,0,0,0,0,Strike,9.5,Greatshield,No,1100
Occult Briar Greatshield,Briar Greatshield,Occult,Occult,25,21,0,0,0,0,Strike,9.5,Greatshield,No,1200
Erdtree Greatshield,Erdtree Greatshield,None,-,10,30,0,0,12,0,Strike,13.5,Greatshield,No,8300
Golden Beast Crest Shield,Golden Beast Crest Shield,None,None,25,24,0,0,0,0,Strike,12.5,Greatshield,No,8200
Heavy Golden Beast Crest Shield,Golden Beast Crest Shield,Heavy,Heavy,25,24,0,0,0,0,Strike,12.5,Greatshield,No,100
Keen Golden Beast Crest Shield,Golden Beast Crest Shield,Keen,Keen,25,24,0,0,0,0,Strike,12.5,Greatshield,No,200
Quality Golden Beast Crest Shield,Golden Beast Crest Shield,Quality,Quality,25,24,0,0,0,0,Strike,12.5,Greatshield,No,300
Fire Golden Beast Crest Shield,Golden Beast Crest Shield,Fire,Fire,25,24,0,0,0,0,Strike,12.5,Greatshield,No,400
Flame Art Golden Beast Crest Shield,Golden Beast Crest Shield,Flame Art,Flame Art,25,24,0,0,0,0,Strike,12.5,Greatshield,No,500
Lightning Golden Beast Crest Shield,Golden Beast Crest Shield,Lightning,Lightning,25,24,0,0,0,0,Strike,12.5,Greatshield,No,600
Sacred Golden Beast Crest Shield,Golden Beast Crest Shield,Sacred,Sacred,25,24,0,0,0,0,Strike,12.5,Greatshield,No,700
Magic Golden Beast Crest Shield,Golden Beast Crest Shield,Magic,Magic,25,24,0,0,0,0,Strike,12.5,Greatshield,No,800
Cold Golden Beast Crest Shield,Golden Beast Crest Shield,Cold,Cold,25,24,0,0,0,0,Strike,12.5,Greatshield,No,900
Poison Golden Beast Crest Shield,Golden Beast Crest Shield,Poison,Poison,25,24,0,0,0,0,Strike,12.5,Greatshield,No,1000
Blood Golden Beast Crest Shield,Golden Beast Crest Shield,Blood,Blood,25,24,0,0,0,0,Strike,12.5,Greatshield,No,1100
Occult Golden Beast Crest Shield,Golden Beast Crest Shield,Occult,Occult,25,24,0,0,0,0,Strike,12.5,Greatshield,No,1200
Jellyfish Shield,Jellyfish Shield,None,-,10,20,14,0,0,0,Strike,8,Greatshield,No,8300
Fingerprint Stone Shield,Fingerprint Stone Shield,None,None,25,48,0,0,0,0,Strike,29,Greatshield,No,8200
Heavy Fingerprint Stone Shield,Fingerprint Stone Shield,Heavy,Heavy,25,48,0,0,0,0,Strike,29,Greatshield,No,100
Keen Fingerprint Stone Shield,Fingerprint Stone Shield,Keen,Keen,25,48,0,0,0,0,Strike,29,Greatshield,No,200
Quality Fingerprint Stone Shield,Fingerprint Stone Shield,Quality,Quality,25,48,0,0,0,0,Strike,29,Greatshield,No,300
Fire Fingerprint Stone Shield,Fingerprint Stone Shield,Fire,Fire,25,48,0,0,0,0,Strike,29,Greatshield,No,400
Flame Art Fingerprint Stone Shield,Fingerprint Stone Shield,Flame Art,Flame Art,25,48,0,0,0,0,Strike,29,Greatshield,No,500
Lightning Fingerprint Stone Shield,Fingerprint Stone Shield,Lightning,Lightning,25,48,0,0,0,0,Strike,29,Greatshield,No,600
Sacred Fingerprint Stone Shield,Fingerprint Stone Shield,Sacred,Sacred,25,48,0,0,0,0,Strike,29,Greatshield,No,700
Magic Fingerprint Stone Shield,Fingerprint Stone Shield,Magic,Magic,25,48,0,0,0,0,Strike,29,Greatshield,No,800
Cold Fingerprint Stone Shield,Fingerprint Stone Shield,Cold,Cold,25,48,0,0,0,0,Strike,29,Greatshield,No,900
Poison Fingerprint Stone Shield,Fingerprint Stone Shield,Poison,Poison,25,48,0,0,0,0,Strike,29,Greatshield,No,1000
Blood Fingerprint Stone Shield,Fingerprint Stone Shield,Blood,Blood,25,48,0,0,0,0,Strike,29,Greatshield,No,1100
Occult Fingerprint Stone Shield,Fingerprint Stone Shield,Occult,Occult,25,48,0,0,0,0,Strike,29,Greatshield,No,1200
Icon Shield,Icon Shield,None,-,10,22,0,0,0,0,Strike,11.5,Greatshield,No,8300
One-Eyed Shield,One-Eyed Shield,None,-,10,36,0,0,0,0,Strike,20.5,Greatshield,No,8300
Visage Shield,Visage Shield,None,-,10,44,0,0,0,0,Strike,24,Greatshield,No,8300
Spiked Palisade Shield,Spiked Palisade Shield,None,None,25,20,0,0,0,0,Strike,11.5,Greatshield,No,8200
Heavy Spiked Palisade Shield,Spiked Palisade Shield,Heavy,Heavy,25,20,0,0,0,0,Strike,11.5,Greatshield,No,100
Keen Spiked Palisade Shield,Spiked Palisade Shield,Keen,Keen,25,20,0,0,0,0,Strike,11.5,Greatshield,No,200
Quality Spiked Palisade Shield,Spiked Palisade Shield,Quality,Quality,25,20,0,0,0,0,Strike,11.5,Greatshield,No,300
Fire Spiked Palisade Shield,Spiked Palisade Shield,Fire,Fire,25,20,0,0,0,0,Strike,11.5,Greatshield,No,400
Flame Art Spiked Palisade Shield,Spiked Palisade Shield,Flame Art,Flame Art,25,20,0,0,0,0,Strike,11.5,Greatshield,No,500
Lightning Spiked Palisade Shield,Spiked Palisade Shield,Lightning,Lightning,25,20,0,0,0,0,Strike,11.5,Greatshield,No,600
Sacred Spiked Palisade Shield,Spiked Palisade Shield,Sacred,Sacred,25,20,0,0,0,0,Strike,11.5,Greatshield,No,700
Magic Spiked Palisade Shield,Spiked Palisade Shield,Magic,Magic,25,20,0,0,0,0,Strike,11.5,Greatshield,No,800
Cold Spiked Palisade Shield,Spiked Palisade Shield,Cold,Cold,25,20,0,0,0,0,Strike,11.5,Greatshield,No,900
Poison Spiked Palisade Shield,Spiked Palisade Shield,Poison,Poison,25,20,0,0,0,0,Strike,11.5,Greatshield,No,1000
Blood Spiked Palisade Shield,Spiked Palisade Shield,Blood,Blood,25,20,0,0,0,0,Strike,11.5,Greatshield,No,1100
Occult Spiked Palisade Shield,Spiked Palisade Shield,Occult,Occult,25,20,0,0,0,0,Strike,11.5,Greatshield,No,1200
Manor Towershield,Manor Towershield,None,None,25,30,0,0,0,0,Strike,16,Greatshield,No,8200
Heavy Manor Towershield,Manor Towershield,Heavy,Heavy,25,30,0,0,0,0,Strike,16,Greatshield,No,100
Keen Manor Towershield,Manor Towershield,Keen,Keen,25,30,0,0,0,0,Strike,16,Greatshield,No,200
Quality Manor Towershield,Manor Towershield,Quality,Quality,25,30,0,0,0,0,Strike,16,Greatshield,No,300
Fire Manor Towershield,Manor Towershield,Fire,Fire,25,30,0,0,0,0,Strike,16,Greatshield,No,400
Flame Art Manor Towershield,Manor Towershield,Flame Art,Flame Art,25,30,0,0,0,0,Strike,16,Greatshield,No,500
Lightning Manor Towershield,Manor Towershield,Lightning,Lightning,25,30,0,0,0,0,Strike,16,Greatshield,No,600
Sacred Manor Towershield,Manor Towershield,Sacred,Sacred,25,30,0,0,0,0,Strike,16,Greatshield,No,700
Magic Manor Towershield,Manor Towershield,Magic,Magic,25,30,0,0,0,0,Strike,16,Greatshield,No,800
